"county","population","tmean_avg","ppt_avg","year","cases"
"CALAVERAS",45455,15.1613681748605,63.8406939635514,"2019",0
"CALAVERAS",45198,15.1613681748605,63.8406939635514,"2020",12
"CALAVERAS",45455,15.1613681748605,63.8406939635514,"2021",0
"CALAVERAS",44444,15.1613681748605,63.8406939635514,"2022",0
"CALAVERAS",45455,15.1613681748605,63.8406939635514,"2023",0
"COLUSA",20134,16.573846938875,36.9883592086054,"2004",0
"COLUSA",20408,16.573846938875,36.9883592086054,"2005",0
"COLUSA",20833,16.573846938875,36.9883592086054,"2006",0
"COLUSA",21277,16.573846938875,36.9883592086054,"2011",0
"COLUSA",21277,16.573846938875,36.9883592086054,"2015",0
"COLUSA",21739,16.573846938875,36.9883592086054,"2016",0
"COLUSA",21739,16.573846938875,36.9883592086054,"2018",0
"COLUSA",21739,16.573846938875,36.9883592086054,"2019",0
"COLUSA",21739,16.573846938875,36.9883592086054,"2020",0
"COLUSA",21739,16.573846938875,36.9883592086054,"2022",0
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2001",12
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2002",12
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2003",12
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2004",24
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2005",24
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2006",24
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2007",24
"CONTRA COSTA",1e+06,15.3941490034381,40.7071223867943,"2008",12
"CONTRA COSTA",1076923,15.3941490034381,40.7071223867943,"2009",12
"CONTRA COSTA",1066667,15.3941490034381,40.7071223867943,"2010",12
"CONTRA COSTA",1068966,15.3941490034381,40.7071223867943,"2011",36
"CONTRA COSTA",1074074,15.3941490034381,40.7071223867943,"2012",24
"CONTRA COSTA",1085714,15.3941490034381,40.7071223867943,"2013",36
"CONTRA COSTA",1111111,15.3941490034381,40.7071223867943,"2014",24
"CONTRA COSTA",1136364,15.3941490034381,40.7071223867943,"2015",48
"CONTRA COSTA",1135593,15.3941490034381,40.7071223867943,"2016",72
"CONTRA COSTA",1155844,15.3941490034381,40.7071223867943,"2017",84
"CONTRA COSTA",1159574,15.3941490034381,40.7071223867943,"2018",108
"CONTRA COSTA",1165217,15.3941490034381,40.7071223867943,"2019",132
"CONTRA COSTA",1169355,15.3941490034381,40.7071223867943,"2020",144
"CONTRA COSTA",1163793,15.3941490034381,40.7071223867943,"2021",132
"CONTRA COSTA",1146667,15.3941490034381,40.7071223867943,"2022",84
"CONTRA COSTA",1142857,15.3941490034381,40.7071223867943,"2023",156
"DEL NORTE",27027,11.5483813343777,197.831732811258,"2016",0
"DEL NORTE",27027,11.5483813343777,197.831732811258,"2017",0
"DEL NORTE",26316,11.5483813343777,197.831732811258,"2023",0
"FRESNO",820896,17.663247458744,23.5442941170932,"2001",60
"FRESNO",829545,17.663247458744,23.5442941170932,"2002",72
"FRESNO",845238,17.663247458744,23.5442941170932,"2003",144
"FRESNO",860927,17.663247458744,23.5442941170932,"2004",132
"FRESNO",871053,17.663247458744,23.5442941170932,"2005",336
"FRESNO",886667,17.663247458744,23.5442941170932,"2006",660
"FRESNO",898876,17.663247458744,23.5442941170932,"2007",396
"FRESNO",912429,17.663247458744,23.5442941170932,"2008",324
"FRESNO",924386,17.663247458744,23.5442941170932,"2009",492
"FRESNO",930591,17.663247458744,23.5442941170932,"2010",720
"FRESNO",942308,17.663247458744,23.5442941170932,"2011",732
"FRESNO",948919,17.663247458744,23.5442941170932,"2012",480
"FRESNO",954407,17.663247458744,23.5442941170932,"2013",312
"FRESNO",964706,17.663247458744,23.5442941170932,"2014",168
"FRESNO",972222,17.663247458744,23.5442941170932,"2015",276
"FRESNO",977707,17.663247458744,23.5442941170932,"2016",612
"FRESNO",985816,17.663247458744,23.5442941170932,"2017",840
"FRESNO",993837,17.663247458744,23.5442941170932,"2018",648
"FRESNO",1001603,17.663247458744,23.5442941170932,"2019",624
"FRESNO",1006726,17.663247458744,23.5442941170932,"2020",444
"FRESNO",1009852,17.663247458744,23.5442941170932,"2021",408
"FRESNO",1011287,17.663247458744,23.5442941170932,"2022",444
"FRESNO",1016129,17.663247458744,23.5442941170932,"2023",564
"GLENN",26667,17.1249301058275,42.4454950131255,"2002",0
"GLENN",27027,17.1249301058275,42.4454950131255,"2004",0
"GLENN",27778,17.1249301058275,42.4454950131255,"2006",0
"GLENN",28169,17.1249301058275,42.4454950131255,"2017",0
"GLENN",28571,17.1249301058275,42.4454950131255,"2019",0
"GLENN",28571,17.1249301058275,42.4454950131255,"2020",0
"GLENN",28846,17.1249301058275,42.4454950131255,"2021",0
"GLENN",28571,17.1249301058275,42.4454950131255,"2022",0
"GLENN",28571,17.1249301058275,42.4454950131255,"2023",0
"IMPERIAL",142857,23.0412464570431,5.5149825453229,"2003",0
"IMPERIAL",153846,23.0412464570431,5.5149825453229,"2004",0
"IMPERIAL",166667,23.0412464570431,5.5149825453229,"2005",0
"IMPERIAL",160000,23.0412464570431,5.5149825453229,"2006",0
"IMPERIAL",166667,23.0412464570431,5.5149825453229,"2007",12
"IMPERIAL",170732,23.0412464570431,5.5149825453229,"2008",12
"IMPERIAL",173077,23.0412464570431,5.5149825453229,"2009",12
"IMPERIAL",173913,23.0412464570431,5.5149825453229,"2010",0
"IMPERIAL",178571,23.0412464570431,5.5149825453229,"2011",0
"IMPERIAL",176471,23.0412464570431,5.5149825453229,"2012",12
"IMPERIAL",178571,23.0412464570431,5.5149825453229,"2013",0
"IMPERIAL",181818,23.0412464570431,5.5149825453229,"2014",0
"IMPERIAL",181818,23.0412464570431,5.5149825453229,"2015",0
"IMPERIAL",180328,23.0412464570431,5.5149825453229,"2016",12
"IMPERIAL",180723,23.0412464570431,5.5149825453229,"2017",12
"IMPERIAL",180952,23.0412464570431,5.5149825453229,"2018",24
"IMPERIAL",180851,23.0412464570431,5.5149825453229,"2019",12
"IMPERIAL",178571,23.0412464570431,5.5149825453229,"2020",0
"IMPERIAL",166667,23.0412464570431,5.5149825453229,"2021",0
"IMPERIAL",179487,23.0412464570431,5.5149825453229,"2022",24
"IMPERIAL",179487,23.0412464570431,5.5149825453229,"2023",24
"INYO",18519,12.9750363411516,16.2992776927016,"2006",0
"INYO",18868,12.9750363411516,16.2992776927016,"2014",0
"INYO",18868,12.9750363411516,16.2992776927016,"2020",0
"INYO",18868,12.9750363411516,16.2992776927016,"2021",0
"INYO",18868,12.9750363411516,16.2992776927016,"2022",0
"INYO",18868,12.9750363411516,16.2992776927016,"2023",0
"KERN",679570,17.9374960058059,14.3731062242562,"2001",948
"KERN",696566,17.9374960058059,14.3731062242562,"2002",996
"KERN",717695,17.9374960058059,14.3731062242562,"2003",1236
"KERN",740030,17.9374960058059,14.3731062242562,"2004",1464
"KERN",762025,17.9374960058059,14.3731062242562,"2005",1500
"KERN",786100,17.9374960058059,14.3731062242562,"2006",1020
"KERN",805668,17.9374960058059,14.3731062242562,"2007",1392
"KERN",820236,17.9374960058059,14.3731062242562,"2008",840
"KERN",831476,17.9374960058059,14.3731062242562,"2009",600
"KERN",839772,17.9374960058059,14.3731062242562,"2010",1908
"KERN",850182,17.9374960058059,14.3731062242562,"2011",2568
"KERN",858333,17.9374960058059,14.3731062242562,"2012",1848
"KERN",867224,17.9374960058059,14.3731062242562,"2013",1656
"KERN",872540,17.9374960058059,14.3731062242562,"2014",936
"KERN",878345,17.9374960058059,14.3731062242562,"2015",1080
"KERN",880655,17.9374960058059,14.3731062242562,"2016",2256
"KERN",888112,17.9374960058059,14.3731062242562,"2017",2796
"KERN",895599,17.9374960058059,14.3731062242562,"2018",2952
"KERN",903148,17.9374960058059,14.3731062242562,"2019",3384
"KERN",905252,17.9374960058059,14.3731062242562,"2020",2640
"KERN",908213,17.9374960058059,14.3731062242562,"2021",2820
"KERN",908406,17.9374960058059,14.3731062242562,"2022",2412
"KERN",910245,17.9374960058059,14.3731062242562,"2023",3012
"KINGS",132616,17.6097433320157,16.0794740265573,"2001",36
"KINGS",134503,17.6097433320157,16.0794740265573,"2002",48
"KINGS",138587,17.6097433320157,16.0794740265573,"2003",48
"KINGS",142578,17.6097433320157,16.0794740265573,"2004",72
"KINGS",144633,17.6097433320157,16.0794740265573,"2005",132
"KINGS",147468,17.6097433320157,16.0794740265573,"2006",228
"KINGS",150327,17.6097433320157,16.0794740265573,"2007",144
"KINGS",151888,17.6097433320157,16.0794740265573,"2008",180
"KINGS",151786,17.6097433320157,16.0794740265573,"2009",204
"KINGS",152992,17.6097433320157,16.0794740265573,"2010",384
"KINGS",151515,17.6097433320157,16.0794740265573,"2011",372
"KINGS",149752,17.6097433320157,16.0794740265573,"2012",240
"KINGS",149584,17.6097433320157,16.0794740265573,"2013",108
"KINGS",148571,17.6097433320157,16.0794740265573,"2014",72
"KINGS",148571,17.6097433320157,16.0794740265573,"2015",108
"KINGS",147613,17.6097433320157,16.0794740265573,"2016",240
"KINGS",148936,17.6097433320157,16.0794740265573,"2017",276
"KINGS",151092,17.6097433320157,16.0794740265573,"2018",168
"KINGS",151724,17.6097433320157,16.0794740265573,"2019",216
"KINGS",152132,17.6097433320157,16.0794740265573,"2020",156
"KINGS",151570,17.6097433320157,16.0794740265573,"2021",168
"KINGS",151351,17.6097433320157,16.0794740265573,"2022",168
"KINGS",152322,17.6097433320157,16.0794740265573,"2023",264
"LAKE",62500,14.8601712202505,76.4641712234477,"2004",0
"LAKE",62500,14.8601712202505,76.4641712234477,"2009",0
"LAKE",66667,14.8601712202505,76.4641712234477,"2010",0
"LAKE",66667,14.8601712202505,76.4641712234477,"2016",0
"LAKE",68966,14.8601712202505,76.4641712234477,"2017",0
"LAKE",66667,14.8601712202505,76.4641712234477,"2018",0
"LAKE",68966,14.8601712202505,76.4641712234477,"2019",0
"LAKE",66667,14.8601712202505,76.4641712234477,"2020",0
"LASSEN",33898,9.29010343110786,32.8567761006416,"2001",0
"LASSEN",33898,9.29010343110786,32.8567761006416,"2003",0
"LASSEN",34483,9.29010343110786,32.8567761006416,"2004",0
"LASSEN",34483,9.29010343110786,32.8567761006416,"2006",0
"LASSEN",35714,9.29010343110786,32.8567761006416,"2007",0
"LASSEN",31690,9.29010343110786,32.8567761006416,"2015",12
"LASSEN",32258,9.29010343110786,32.8567761006416,"2016",0
"LASSEN",33333,9.29010343110786,32.8567761006416,"2018",0
"LASSEN",31250,9.29010343110786,32.8567761006416,"2020",0
"LASSEN",29412,9.29010343110786,32.8567761006416,"2022",0
"LASSEN",28571,9.29010343110786,32.8567761006416,"2023",0
"LOS ANGELES",9500000,18.283111099731,28.9154050476463,"2001",72
"LOS ANGELES",8800000,18.283111099731,28.9154050476463,"2002",84
"LOS ANGELES",8909091,18.283111099731,28.9154050476463,"2003",96
"LOS ANGELES",9250000,18.283111099731,28.9154050476463,"2004",144
"LOS ANGELES",9333333,18.283111099731,28.9154050476463,"2005",228
"LOS ANGELES",9142857,18.283111099731,28.9154050476463,"2006",192
"LOS ANGELES",9176471,18.283111099731,28.9154050476463,"2007",156
"LOS ANGELES",9333333,18.283111099731,28.9154050476463,"2008",228
"LOS ANGELES",9200000,18.283111099731,28.9154050476463,"2009",180
"LOS ANGELES",9240000,18.283111099731,28.9154050476463,"2010",228
"LOS ANGELES",9151515,18.283111099731,28.9154050476463,"2011",300
"LOS ANGELES",9454545,18.283111099731,28.9154050476463,"2012",312
"LOS ANGELES",9388889,18.283111099731,28.9154050476463,"2013",336
"LOS ANGELES",9575000,18.283111099731,28.9154050476463,"2014",384
"LOS ANGELES",9472727,18.283111099731,28.9154050476463,"2015",516
"LOS ANGELES",9520000,18.283111099731,28.9154050476463,"2016",720
"LOS ANGELES",9536842,18.283111099731,28.9154050476463,"2017",912
"LOS ANGELES",9576923,18.283111099731,28.9154050476463,"2018",996
"LOS ANGELES",9578947,18.283111099731,28.9154050476463,"2019",1092
"LOS ANGELES",9560748,18.283111099731,28.9154050476463,"2020",1020
"LOS ANGELES",9380952,18.283111099731,28.9154050476463,"2021",1380
"LOS ANGELES",9246835,18.283111099731,28.9154050476463,"2022",1464
"LOS ANGELES",9227586,18.283111099731,28.9154050476463,"2023",1344
"MADERA",127273,16.4805968115702,30.6931819436079,"2001",12
"MADERA",128571,16.4805968115702,30.6931819436079,"2002",24
"MADERA",132530,16.4805968115702,30.6931819436079,"2003",12
"MADERA",136364,16.4805968115702,30.6931819436079,"2004",24
"MADERA",139785,16.4805968115702,30.6931819436079,"2005",24
"MADERA",143541,16.4805968115702,30.6931819436079,"2006",24
"MADERA",147059,16.4805968115702,30.6931819436079,"2007",24
"MADERA",148936,16.4805968115702,30.6931819436079,"2008",24
"MADERA",150289,16.4805968115702,30.6931819436079,"2009",24
"MADERA",150685,16.4805968115702,30.6931819436079,"2010",36
"MADERA",151203,16.4805968115702,30.6931819436079,"2011",48
"MADERA",150000,16.4805968115702,30.6931819436079,"2012",24
"MADERA",151316,16.4805968115702,30.6931819436079,"2013",48
"MADERA",152838,16.4805968115702,30.6931819436079,"2014",36
"MADERA",152975,16.4805968115702,30.6931819436079,"2015",48
"MADERA",153125,16.4805968115702,30.6931819436079,"2016",48
"MADERA",154217,16.4805968115702,30.6931819436079,"2017",60
"MADERA",155496,16.4805968115702,30.6931819436079,"2018",60
"MADERA",155340,16.4805968115702,30.6931819436079,"2019",60
"MADERA",156028,16.4805968115702,30.6931819436079,"2020",24
"MADERA",156627,16.4805968115702,30.6931819436079,"2021",36
"MADERA",157182,16.4805968115702,30.6931819436079,"2022",60
"MADERA",158470,16.4805968115702,30.6931819436079,"2023",60
"MARIPOSA",17699,14.5711268931052,66.083775102363,"2015",0
"MARIPOSA",17647,14.5711268931052,66.083775102363,"2016",0
"MARIPOSA",17544,14.5711268931052,66.083775102363,"2017",0
"MARIPOSA",17241,14.5711268931052,66.083775102363,"2018",0
"MARIPOSA",17241,14.5711268931052,66.083775102363,"2019",0
"MARIPOSA",17241,14.5711268931052,66.083775102363,"2020",0
"MARIPOSA",16949,14.5711268931052,66.083775102363,"2021",0
"MARIPOSA",16949,14.5711268931052,66.083775102363,"2022",0
"MARIPOSA",16949,14.5711268931052,66.083775102363,"2023",0
"MERCED",214286,16.8139786166598,23.874637195535,"2001",0
"MERCED",223881,16.8139786166598,23.874637195535,"2002",12
"MERCED",229730,16.8139786166598,23.874637195535,"2003",12
"MERCED",234043,16.8139786166598,23.874637195535,"2004",12
"MERCED",239437,16.8139786166598,23.874637195535,"2005",12
"MERCED",244444,16.8139786166598,23.874637195535,"2006",12
"MERCED",250000,16.8139786166598,23.874637195535,"2007",12
"MERCED",250000,16.8139786166598,23.874637195535,"2008",12
"MERCED",253521,16.8139786166598,23.874637195535,"2009",24
"MERCED",255605,16.8139786166598,23.874637195535,"2010",60
"MERCED",259804,16.8139786166598,23.874637195535,"2011",48
"MERCED",262712,16.8139786166598,23.874637195535,"2012",60
"MERCED",263415,16.8139786166598,23.874637195535,"2013",48
"MERCED",266010,16.8139786166598,23.874637195535,"2014",48
"MERCED",266862,16.8139786166598,23.874637195535,"2015",96
"MERCED",269103,16.8139786166598,23.874637195535,"2016",84
"MERCED",272265,16.8139786166598,23.874637195535,"2017",108
"MERCED",275100,16.8139786166598,23.874637195535,"2018",132
"MERCED",278215,16.8139786166598,23.874637195535,"2019",108
"MERCED",281139,16.8139786166598,23.874637195535,"2020",84
"MERCED",282230,16.8139786166598,23.874637195535,"2021",84
"MERCED",285124,16.8139786166598,23.874637195535,"2022",72
"MERCED",289673,16.8139786166598,23.874637195535,"2023",120
"MONO",13514,6.20657845738654,50.4759014417138,"2003",0
"MONO",14286,6.20657845738654,50.4759014417138,"2007",0
"MONO",13158,6.20657845738654,50.4759014417138,"2018",0
"MONO",13245,6.20657845738654,50.4759014417138,"2021",0
"MONO",13158,6.20657845738654,50.4759014417138,"2023",0
"MONTEREY",4e+05,13.9247598785279,32.4341314185183,"2001",12
"MONTEREY",4e+05,13.9247598785279,32.4341314185183,"2002",12
"MONTEREY",4e+05,13.9247598785279,32.4341314185183,"2003",0
"MONTEREY",409091,13.9247598785279,32.4341314185183,"2004",24
"MONTEREY",408451,13.9247598785279,32.4341314185183,"2005",24
"MONTEREY",404959,13.9247598785279,32.4341314185183,"2006",48
"MONTEREY",407407,13.9247598785279,32.4341314185183,"2007",36
"MONTEREY",408451,13.9247598785279,32.4341314185183,"2008",24
"MONTEREY",414894,13.9247598785279,32.4341314185183,"2009",36
"MONTEREY",414815,13.9247598785279,32.4341314185183,"2010",60
"MONTEREY",421384,13.9247598785279,32.4341314185183,"2011",72
"MONTEREY",424581,13.9247598785279,32.4341314185183,"2012",72
"MONTEREY",425926,13.9247598785279,32.4341314185183,"2013",72
"MONTEREY",428571,13.9247598785279,32.4341314185183,"2014",24
"MONTEREY",431818,13.9247598785279,32.4341314185183,"2015",36
"MONTEREY",436464,13.9247598785279,32.4341314185183,"2016",84
"MONTEREY",438356,13.9247598785279,32.4341314185183,"2017",192
"MONTEREY",439926,13.9247598785279,32.4341314185183,"2018",240
"MONTEREY",441315,13.9247598785279,32.4341314185183,"2019",192
"MONTEREY",439394,13.9247598785279,32.4341314185183,"2020",120
"MONTEREY",437500,13.9247598785279,32.4341314185183,"2021",120
"MONTEREY",434615,13.9247598785279,32.4341314185183,"2022",108
"MONTEREY",432749,13.9247598785279,32.4341314185183,"2023",144
"ORANGE",3e+06,18.201843871595,24.0648541913901,"2001",24
"ORANGE",3e+06,18.201843871595,24.0648541913901,"2002",24
"ORANGE",3e+06,18.201843871595,24.0648541913901,"2003",24
"ORANGE",3e+06,18.201843871595,24.0648541913901,"2004",36
"ORANGE",3e+06,18.201843871595,24.0648541913901,"2005",36
"ORANGE",2866667,18.201843871595,24.0648541913901,"2006",48
"ORANGE",3e+06,18.201843871595,24.0648541913901,"2007",36
"ORANGE",3071429,18.201843871595,24.0648541913901,"2008",48
"ORANGE",2958333,18.201843871595,24.0648541913901,"2009",72
"ORANGE",3e+06,18.201843871595,24.0648541913901,"2010",36
"ORANGE",3074074,18.201843871595,24.0648541913901,"2011",84
"ORANGE",3108108,18.201843871595,24.0648541913901,"2012",120
"ORANGE",3130435,18.201843871595,24.0648541913901,"2013",72
"ORANGE",3080000,18.201843871595,24.0648541913901,"2014",72
"ORANGE",3127273,18.201843871595,24.0648541913901,"2015",168
"ORANGE",3205882,18.201843871595,24.0648541913901,"2016",108
"ORANGE",3194444,18.201843871595,24.0648541913901,"2017",228
"ORANGE",3196721,18.201843871595,24.0648541913901,"2018",192
"ORANGE",3175824,18.201843871595,24.0648541913901,"2019",288
"ORANGE",3171053,18.201843871595,24.0648541913901,"2020",240
"ORANGE",3153846,18.201843871595,24.0648541913901,"2021",288
"ORANGE",3136842,18.201843871595,24.0648541913901,"2022",300
"ORANGE",3150000,18.201843871595,24.0648541913901,"2023",312
"PLUMAS",20833,9.32558669483758,75.1422938663268,"2002",0
"PLUMAS",20000,9.32558669483758,75.1422938663268,"2009",0
"PLUMAS",20000,9.32558669483758,75.1422938663268,"2011",0
"PLUMAS",19802,9.32558669483758,75.1422938663268,"2013",0
"PLUMAS",19608,9.32558669483758,75.1422938663268,"2014",0
"PLUMAS",19608,9.32558669483758,75.1422938663268,"2018",0
"PLUMAS",18868,9.32558669483758,75.1422938663268,"2023",0
"RIVERSIDE",1666667,19.4369799409769,18.8005664645218,"2001",24
"RIVERSIDE",1647059,19.4369799409769,18.8005664645218,"2002",24
"RIVERSIDE",1733333,19.4369799409769,18.8005664645218,"2003",24
"RIVERSIDE",1884615,19.4369799409769,18.8005664645218,"2004",48
"RIVERSIDE",1923077,19.4369799409769,18.8005664645218,"2005",48
"RIVERSIDE",2037037,19.4369799409769,18.8005664645218,"2006",60
"RIVERSIDE",2043478,19.4369799409769,18.8005664645218,"2007",48
"RIVERSIDE",2090909,19.4369799409769,18.8005664645218,"2008",48
"RIVERSIDE",2171429,19.4369799409769,18.8005664645218,"2009",72
"RIVERSIDE",2184211,19.4369799409769,18.8005664645218,"2010",84
"RIVERSIDE",2250000,19.4369799409769,18.8005664645218,"2011",72
"RIVERSIDE",2240000,19.4369799409769,18.8005664645218,"2012",60
"RIVERSIDE",2266667,19.4369799409769,18.8005664645218,"2013",36
"RIVERSIDE",2235294,19.4369799409769,18.8005664645218,"2014",36
"RIVERSIDE",2280000,19.4369799409769,18.8005664645218,"2015",60
"RIVERSIDE",2370370,19.4369799409769,18.8005664645218,"2016",60
"RIVERSIDE",2368421,19.4369799409769,18.8005664645218,"2017",132
"RIVERSIDE",2366667,19.4369799409769,18.8005664645218,"2018",144
"RIVERSIDE",2396694,19.4369799409769,18.8005664645218,"2019",288
"RIVERSIDE",2426357,19.4369799409769,18.8005664645218,"2020",312
"RIVERSIDE",2433155,19.4369799409769,18.8005664645218,"2021",456
"RIVERSIDE",2440559,19.4369799409769,18.8005664645218,"2022",348
"RIVERSIDE",2452941,19.4369799409769,18.8005664645218,"2023",420
"SAN BENITO",55556,14.9390385763513,31.0148345993853,"2001",0
"SAN BENITO",55556,14.9390385763513,31.0148345993853,"2003",0
"SAN BENITO",55556,14.9390385763513,31.0148345993853,"2004",0
"SAN BENITO",55556,14.9390385763513,31.0148345993853,"2005",0
"SAN BENITO",54795,14.9390385763513,31.0148345993853,"2006",0
"SAN BENITO",55556,14.9390385763513,31.0148345993853,"2008",0
"SAN BENITO",55556,14.9390385763513,31.0148345993853,"2010",0
"SAN BENITO",55556,14.9390385763513,31.0148345993853,"2011",0
"SAN BENITO",58824,14.9390385763513,31.0148345993853,"2013",0
"SAN BENITO",58824,14.9390385763513,31.0148345993853,"2014",0
"SAN BENITO",60000,14.9390385763513,31.0148345993853,"2016",0
"SAN BENITO",60606,14.9390385763513,31.0148345993853,"2017",0
"SAN BENITO",61224,14.9390385763513,31.0148345993853,"2018",0
"SAN BENITO",63291,14.9390385763513,31.0148345993853,"2019",0
"SAN BENITO",64516,14.9390385763513,31.0148345993853,"2020",0
"SAN BENITO",65359,14.9390385763513,31.0148345993853,"2021",12
"SAN BENITO",66667,14.9390385763513,31.0148345993853,"2022",0
"SAN BENITO",66667,14.9390385763513,31.0148345993853,"2023",0
"SAN BERNARDINO",1857143,17.870139647428,25.6011409510825,"2001",12
"SAN BERNARDINO",1888889,17.870139647428,25.6011409510825,"2002",12
"SAN BERNARDINO",1875000,17.870139647428,25.6011409510825,"2003",12
"SAN BERNARDINO",1928571,17.870139647428,25.6011409510825,"2004",24
"SAN BERNARDINO",1944444,17.870139647428,25.6011409510825,"2005",36
"SAN BERNARDINO",1941176,17.870139647428,25.6011409510825,"2006",36
"SAN BERNARDINO",2e+06,17.870139647428,25.6011409510825,"2007",24
"SAN BERNARDINO",2090909,17.870139647428,25.6011409510825,"2008",24
"SAN BERNARDINO",2e+06,17.870139647428,25.6011409510825,"2009",36
"SAN BERNARDINO",2028571,17.870139647428,25.6011409510825,"2010",72
"SAN BERNARDINO",2083333,17.870139647428,25.6011409510825,"2011",48
"SAN BERNARDINO",2107143,17.870139647428,25.6011409510825,"2012",60
"SAN BERNARDINO",2130435,17.870139647428,25.6011409510825,"2013",48
"SAN BERNARDINO",2062500,17.870139647428,25.6011409510825,"2014",36
"SAN BERNARDINO",2071429,17.870139647428,25.6011409510825,"2015",24
"SAN BERNARDINO",2111111,17.870139647428,25.6011409510825,"2016",36
"SAN BERNARDINO",2146341,17.870139647428,25.6011409510825,"2017",84
"SAN BERNARDINO",2155556,17.870139647428,25.6011409510825,"2018",96
"SAN BERNARDINO",2180952,17.870139647428,25.6011409510825,"2019",228
"SAN BERNARDINO",2177570,17.870139647428,25.6011409510825,"2020",228
"SAN BERNARDINO",2185841,17.870139647428,25.6011409510825,"2021",252
"SAN BERNARDINO",2180952,17.870139647428,25.6011409510825,"2022",228
"SAN BERNARDINO",2206897,17.870139647428,25.6011409510825,"2023",132
"SAN DIEGO",2850000,17.4399574342892,24.2254626849108,"2001",60
"SAN DIEGO",2950000,17.4399574342892,24.2254626849108,"2002",60
"SAN DIEGO",2894737,17.4399574342892,24.2254626849108,"2003",60
"SAN DIEGO",2952381,17.4399574342892,24.2254626849108,"2004",60
"SAN DIEGO",2920000,17.4399574342892,24.2254626849108,"2005",72
"SAN DIEGO",2944444,17.4399574342892,24.2254626849108,"2006",48
"SAN DIEGO",3037037,17.4399574342892,24.2254626849108,"2007",84
"SAN DIEGO",3022222,17.4399574342892,24.2254626849108,"2008",132
